q1,q2,q3,q4,q5,q6
-7.592307842074236257e-03,4.098674008682047509e-02,-8.917640071881346997e-02,-3.574605429837735947e-04,-3.521862906961822914e-02,-2.416165748292945902e-03
-6.632153852785224388e-03,4.031371775887685610e-02,-8.926673745300045537e-02,-2.966466770859248355e-04,-3.370233136483020975e-02,-2.149139336419616988e-03
-5.676281491422179026e-03,3.969349288540783421e-02,-8.944910828523108814e-02,-1.796368503858422009e-04,-3.224513757230518252e-02,-1.932091891750706194e-03
-4.818839331503920777e-03,3.931007069773702345e-02,-9.008767188494372358e-02,-1.405016652446885344e-04,-3.102708300188661630e-02,-1.681809032526136337e-03
-3.996833797008025532e-03,3.901190169407894870e-02,-9.089047300510633143e-02,-1.294027379129259186e-04,-2.989512281016225292e-02,-1.419560832179609560e-03
-3.208726876561900608e-03,3.888301287506132353e-02,-9.204914859524884752e-02,-1.072686913264954433e-04,-2.891613641026909848e-02,-1.178869816433711143e-03
-2.443911739160065620e-03,3.887043669728803413e-02,-9.345234600962459837e-02,-7.755239954522033280e-05,-2.804225850731435071e-02,-9.529907710468884683e-04
-1.691628203903941833e-03,3.897759989232962158e-02,-9.513211640432056582e-02,-4.381487476756395203e-05,-2.726151605058946617e-02,-7.353667233237721817e-04
-9.557372231427103786e-04,3.924139383358108552e-02,-9.717367115841805958e-02,-4.817186119928522131e-06,-2.660260381644410574e-02,-5.285410154677349422e-04
-1.894000935221597118e-04,3.932408014949060476e-02,-9.807786835844246875e-02,2.672049370548333367e-05,-2.630535485584576186e-02,-2.880468087185692979e-04
6.612640714635352338e-04,3.890515067160536106e-02,-9.583191375653361821e-02,3.759610454017538227e-05,-2.700980866565355631e-02,4.569941199111370728e-05
1.515660052452344171e-03,3.851270402705408297e-02,-9.364780304347623818e-02,5.107154734592695030e-05,-2.773544239648843140e-02,3.785210301050886050e-04
2.404715325357076328e-03,3.836621705744413385e-02,-9.203806828963487230e-02,8.869296492360957164e-05,-2.865778493205721825e-02,7.027553889568376611e-04
3.293770598261808701e-03,3.821973008783419168e-02,-9.042833353579350641e-02,1.263143825012922065e-04,-2.958012746762600509e-02,1.026989747808586826e-03
4.236851192995797974e-03,3.833086480860544570e-02,-8.937039664427634533e-02,1.369710685721722192e-04,-3.074917665143151249e-02,1.395443552835054545e-03
5.183532683915872095e-03,3.845917053235935884e-02,-8.834923818832389475e-02,1.458305011328313631e-04,-3.193466932874260145e-02,1.766844672745692757e-03
6.244892572937830143e-03,3.882884194254193622e-02,-8.780398983168734295e-02,2.423133864339419431e-04,-3.338492988795819377e-02,2.105855488437554084e-03
7.335884031565532287e-03,3.926087945006061924e-02,-8.738171113165954518e-02,3.614371568764144626e-04,-3.490360340072493073e-02,2.436497024741805534e-03
8.456458059142638733e-03,3.991635495528266658e-02,-8.735883050677049899e-02,2.197292561149663081e-04,-3.670142047981850980e-02,3.007867497235444665e-03
9.591136985450480004e-03,4.067836516793796320e-02,-8.752638193695604085e-02,-4.634256692744509118e-05,-3.863233254936255384e-02,3.694016955620703715e-03
1.115041049612599741e-02,4.172683448824484470e-02,-8.819932559474619183e-02,5.911689003866700499e-04,-4.092548913306719160e-02,3.752613981404525484e-03
1.300060836769424341e-02,4.297158029412972285e-02,-8.921855466508779586e-02,1.847798936169567537e-03,-4.346684896205113557e-02,3.381223680208264755e-03
1.403142482115792879e-02,4.438602333006893413e-02,-9.041586733234541207e-02,-1.081984675786662117e-04,-4.632557920849814104e-02,5.512291028611407406e-03
1.439708559808195766e-02,4.593822281663247770e-02,-9.175774431699228184e-02,-4.672135630314523669e-03,-4.944194372646043556e-02,9.674798038900480138e-03
1.736889579503717029e-02,4.812099882489648955e-02,-9.428598689321397719e-02,-1.661013396412798666e-03,-5.329034547736077182e-02,8.202283808943822835e-03
2.041538126403493608e-02,5.072953435436977632e-02,-9.744243099588295598e-02,6.100836700489978195e-04,-5.777907419820672158e-02,7.410064842443643551e-03
2.294975848349474143e-02,5.371660150965180958e-02,-1.010766139609798192e-01,1.586138091415549133e-04,-6.290885765475830171e-02,8.810490806662954130e-03
2.604406704005884227e-02,5.726762956127694898e-02,-1.055616497455823116e-01,2.811306999426741197e-04,-6.885786434142497636e-02,9.927283584361352997e-03
2.990567910095729212e-02,6.184393593425104030e-02,-1.115104868752346545e-01,3.287806283244536980e-04,-7.644785065587708650e-02,1.141123046911436678e-02
3.299515178294225998e-02,6.590088752520609217e-02,-1.167680727515170713e-01,-3.451417485678615407e-04,-8.290459352744508625e-02,1.323282308022311060e-02
3.298813472163518445e-02,6.609002540307784557e-02,-1.168017142448264378e-01,4.915181142945886919e-04,-8.207290012458519357e-02,1.253165357510138342e-02
3.315246930308589357e-02,6.691651557229028047e-02,-1.176654743280711179e-01,3.831895835292976156e-04,-8.213292599358390511e-02,1.273402922365671555e-02
